fname,lwlrap
0210129b.wav,0.36666667461395264
021058f5.wav,0.5
0211c42c.wav,1.0
0215c0ba.wav,0.014492753893136978
02160971.wav,1.0
021698f6.wav,0.02631578966975212
02190215.wav,0.029411764815449715
021951a2.wav,0.5
0219bdf2.wav,0.20000000298023224
021a2700.wav,0.05263157933950424
021c88ad.wav,1.0
021e8591.wav,1.0
0222be7b.wav,0.038098692893981934
0222d97c.wav,0.02083333395421505
02232c30.wav,0.048821549862623215
0224b716.wav,0.05263157933950424
02319a7d.wav,0.024390242993831635
0232fd7c.wav,0.05000000074505806
0235d36f.wav,0.25
02383937.wav,0.25
023c8584.wav,0.0714285746216774
023e1460.wav,0.5
0241853e.wav,0.25
02440c14.wav,0.3333333432674408
0248557c.wav,1.0
024ad294.wav,0.3333333432674408
024cefba.wav,0.06666667014360428
02511f46.wav,0.5
02528c44.wav,0.5
0254f68f.wav,0.25
02585e6e.wav,0.015625
025eb162.wav,0.6111111044883728
025eface.wav,0.6111111044883728
025fd17a.wav,0.04545454680919647
0266221c.wav,0.5
0268d324.wav,1.0
026b07af.wav,0.05882352963089943
026b6686.wav,0.02857142873108387
0275871f.wav,1.0
0275b0e1.wav,1.0
0277dd70.wav,0.03703703731298447
028a8964.wav,0.01785714365541935
028abb05.wav,0.0625
028cd525.wav,0.20000000298023224
0291704e.wav,0.5333333611488342
02941554.wav,1.0
0294a0f7.wav,0.016129031777381897
029b9da1.wav,0.2361111044883728
02a61a5a.wav,0.0416666679084301
02a62723.wav,0.05882352963089943
02b30618.wav,0.07692307978868484
02b59327.wav,0.043478261679410934
02b693bd.wav,0.04892473295331001
02b76889.wav,0.015384615398943424
02c9fae6.wav,0.06798245757818222
02ca4c5e.wav,0.02222222276031971
02ca6017.wav,0.5
02cd86b8.wav,1.0
02cf4803.wav,0.1666666716337204
02d084b5.wav,1.0
02d79502.wav,0.5
02d97142.wav,0.023255813866853714
02dc3b7c.wav,0.01923076994717121
02df08d2.wav,0.01923076994717121
02e3905f.wav,0.5555555820465088
02e42720.wav,0.20000000298023224
02e81e02.wav,0.0555555559694767
02ecef8b.wav,1.0
02ee3f6a.wav,0.3333333432674408
02f16b99.wav,1.0
02f2feff.wav,0.1051282063126564
02f5bb46.wav,0.015384615398943424
02fcaaa8.wav,0.03030303120613098
02fd1345.wav,0.25
02fdc02f.wav,0.023255813866853714
02ff07b7.wav,0.5
0300fb73.wav,0.013513513840734959
0301ccc1.wav,0.5
03025bbf.wav,1.0
0304b4ec.wav,0.09090909361839294
03064845.wav,0.5
0307a216.wav,0.5
030826e0.wav,0.25
03098965.wav,0.10000000149011612
0309d1c3.wav,0.0416666679084301
030d55c7.wav,1.0
030f452d.wav,0.05263157933950424
0315ade3.wav,0.0416666679084301
031731a0.wav,1.0
032b89b1.wav,1.0
032bdfcd.wav,0.5
032f9c3d.wav,0.01515151560306549
03451163.wav,0.0625
0347715f.wav,0.05000000074505806
0347ad96.wav,0.0357142873108387
0348c2ff.wav,0.3333333432674408
034d4da7.wav,0.03999999910593033
03543d16.wav,0.0181818176060915
0354d512.wav,0.021739130839705467
0356a281.wav,0.05347222089767456
0358fe6d.wav,0.10795454680919647
035a9a77.wav,0.03333333507180214
035c5faf.wav,0.20000000298023224
035dfc7a.wav,0.0714285746216774
035e7ba1.wav,0.02420634962618351
036061d8.wav,0.0833333358168602
0362dc0a.wav,0.8333333134651184
036b8352.wav,0.125
036ce8a4.wav,0.0416666679084301
0371c31e.wav,0.125
0372c79a.wav,0.012987012974917889
037773dc.wav,0.20000000298023224
0379eef6.wav,0.5
037c9925.wav,0.25
037e938d.wav,0.017241379246115685
03804bc1.wav,0.1666666716337204
0382eaeb.wav,0.20000000298023224
038372f7.wav,0.06666667014360428
0393f2c4.wav,0.3333333432674408
039531b0.wav,0.3333333432674408
0395a1d4.wav,0.20000000298023224
039be574.wav,0.012820512987673283
039cb120.wav,1.0
039e6349.wav,1.0
03a305d0.wav,0.030399274080991745
03a35bd8.wav,0.5
03a5c446.wav,0.25
03a95347.wav,0.125
03b0beda.wav,0.25
03b161a0.wav,1.0
03b31261.wav,0.12681159377098083
03b5286e.wav,1.0
03b84198.wav,0.20000000298023224
03c47f22.wav,0.03999999910593033
03c76e43.wav,0.25
03ca7a58.wav,0.33285024762153625
03cb4f0c.wav,0.21590909361839294
03d1fad7.wav,0.25
03d5e262.wav,0.0714285746216774
03d6a84e.wav,0.02500000037252903
03da70ad.wav,0.5
03dc4c21.wav,1.0
03dc76f0.wav,0.1793248951435089
03e1ebee.wav,0.08830900490283966
03e1fbba.wav,0.3333333432674408
03e59df2.wav,0.125
03ef2db8.wav,0.02857142873108387
03f57250.wav,0.027027027681469917
03f89973.wav,0.1428571492433548
03fade39.wav,0.019999999552965164
03ff62f3.wav,0.3333333432674408
040106f7.wav,0.024527186527848244
04028ccf.wav,0.023255813866853714
0402d111.wav,0.5
04059b5f.wav,1.0
0405a778.wav,0.20000000298023224
040969f8.wav,1.0
040bc44e.wav,0.3222222328186035
041507df.wav,0.1726190447807312
041563e0.wav,0.1666666716337204
0419c834.wav,0.20000000298023224
041b848d.wav,0.5
041c072c.wav,0.05987893044948578
041c7c66.wav,0.02857142873108387
0427f145.wav,0.03999999910593033
042ea9af.wav,1.0
0431784d.wav,0.014285714365541935
043d9378.wav,0.3333333432674408
044129f3.wav,0.019999999552965164
0441e60a.wav,0.07323232293128967
0441f501.wav,0.04545454680919647
0449e897.wav,0.3333333432674408
0449f9f2.wav,0.0476190485060215
044e1431.wav,1.0
044ec30f.wav,0.015625
04526fa1.wav,0.02857142873108387
045515d0.wav,0.10000000149011612
045b5c7f.wav,0.09090909361839294
045d8a2e.wav,0.02857142873108387
045f71d1.wav,0.024390242993831635
0461a19d.wav,0.09774436056613922
0462e96d.wav,0.0833333358168602
0464656d.wav,1.0
04649460.wav,0.027027027681469917
0467babf.wav,0.03030303120613098
0469495d.wav,0.01666666753590107
0469b44a.wav,0.3333333432674408
046ac6db.wav,0.01515151560306549
04709b68.wav,0.05263157933950424
04732466.wav,1.0
04798b8b.wav,0.013888888992369175
047c45b5.wav,0.25
04818d12.wav,0.07692307978868484
0484542b.wav,0.07692307978868484
04866d25.wav,0.03846153989434242
04876e79.wav,0.021276595070958138
0489406b.wav,1.0
0496d9ef.wav,0.0476190485060215
0498492f.wav,0.01666666753590107
049998bc.wav,1.0
049a13a8.wav,0.014285714365541935
04a33438.wav,1.0
04aad166.wav,0.01785714365541935
04abd8e6.wav,0.025641025975346565
04ae07e8.wav,0.3333333432674408
04b51a2d.wav,1.0
04b6fbaa.wav,0.0357142873108387
04bf8a7d.wav,0.03999999910593033
04c1d7e9.wav,1.0
04c4f212.wav,0.02380952425301075
04cb6bca.wav,0.36178985238075256
04cffb4e.wav,1.0
04d806ab.wav,0.3333333432674408
04db5445.wav,0.016393441706895828
04e8a2de.wav,0.02083333395421505
04e95321.wav,0.125
04ebbb4b.wav,0.15555556118488312
04ecede0.wav,0.5147058963775635
04eff593.wav,0.03030303120613098
04f2556d.wav,0.2361111044883728
04f4b208.wav,0.36394086480140686
04f5b72e.wav,0.015625
04f8ee2c.wav,1.0
04f8fba0.wav,0.032258063554763794
04fa902b.wav,0.018518518656492233
05039472.wav,0.05000000074505806
05068503.wav,0.25
05070a0c.wav,1.0
050bc44a.wav,0.25
050d1441.wav,1.0
0518e2c7.wav,0.1666666716337204
051c1a8e.wav,0.013513513840734959
051ec74b.wav,0.25
05221026.wav,0.1111111119389534
052397e3.wav,0.20000000298023224
05256de6.wav,0.03125
05279749.wav,0.03703703731298447
0528153a.wav,0.1428571492433548
05297cd6.wav,0.0714285746216774
052abea5.wav,1.0
052d9c76.wav,1.0
0536920e.wav,0.05882352963089943
0536b89a.wav,0.0833333358168602
0539d6af.wav,1.0
053d4191.wav,0.13568376004695892
05417d87.wav,0.024390242993831635
0543a6e5.wav,1.0
0543d242.wav,0.024390242993831635
0545d3d2.wav,1.0
054bc7bb.wav,0.038074713200330734
054ce0f5.wav,0.016949152573943138
0550cbc0.wav,0.1428571492433548
05596411.wav,0.0416666679084301
0565d730.wav,0.3125
056781dc.wav,0.027985740453004837
05695751.wav,0.25
057b1c39.wav,0.5
05803edd.wav,0.699999988079071
05871e79.wav,0.20000000298023224
058b94ff.wav,0.6879432797431946
058d472b.wav,0.20000000298023224
05953840.wav,0.12325581163167953
05a0723c.wav,0.01785714365541935
05a1aade.wav,0.25
05a45953.wav,0.25
05a75f57.wav,0.03999999910593033
05a847a6.wav,0.03030303120613098
05a96c06.wav,0.5
05aa41f6.wav,0.03279569745063782
05aba413.wav,1.0
05ac1d13.wav,0.3333333432674408
05b0470a.wav,0.2083333283662796
05b08d18.wav,0.021276595070958138
05b1192f.wav,0.06666667014360428
05b826a6.wav,0.023255813866853714
05bd2f77.wav,0.09090909361839294
05bf616f.wav,0.5416666865348816
05c0d32e.wav,1.0
05c13d98.wav,0.02500000037252903
05c26005.wav,1.0
05c438a2.wav,1.0
05c8d2ae.wav,1.0
05c9a9af.wav,0.020408162847161293
05c9ef9c.wav,0.04827968776226044
05cf1f0e.wav,0.5
05d033c5.wav,0.0476190485060215
05d16c9a.wav,0.0625
05d4d750.wav,0.03562802076339722
05dbb89d.wav,0.0714285746216774
05dea461.wav,1.0
05e16209.wav,0.5
05ef31c0.wav,0.3333333432674408
05f2ce18.wav,0.0717703327536583
05f6a616.wav,0.14166666567325592
05f6be52.wav,0.0625
05fc0d54.wav,0.3333333432674408
05fcc580.wav,0.1428571492433548
06032ad0.wav,0.5
06094429.wav,0.0833333358168602
060bdd2d.wav,1.0
060f2b26.wav,0.05000000074505806
060fe98e.wav,0.09090909361839294
0611c108.wav,0.05882352963089943
06173664.wav,0.10000000149011612
061ca50e.wav,1.0
06205182.wav,0.01923076994717121
0623aa68.wav,0.3333333432674408
06286baf.wav,0.03703703731298447
062bf28e.wav,0.028352489694952965
062e5c0e.wav,0.04545454680919647
062ffa56.wav,1.0
0631b33f.wav,0.03333333507180214
06354e98.wav,0.1428571492433548
06354f7f.wav,0.027027027681469917
06361bde.wav,0.1111111119389534
0637455b.wav,0.013333333656191826
06410e3b.wav,0.05263157933950424
064ee16b.wav,0.1111111119389534
0653b6c7.wav,0.1372469663619995
06562b79.wav,1.0
065b6607.wav,0.017241379246115685
06607da0.wav,0.05882352963089943
06623617.wav,1.0
0662c71f.wav,0.1666666716337204
0663531d.wav,0.1666666716337204
06665d41.wav,0.043478261679410934
0666ca73.wav,0.03703703731298447
066905fa.wav,0.1428571492433548
066eb2bd.wav,1.0
066f178c.wav,0.02222222276031971
066f2ac5.wav,0.022727273404598236
0681b658.wav,0.3333333432674408
0682dcf2.wav,1.0
06853037.wav,0.1666666716337204
0685d875.wav,0.5
0686f5d6.wav,0.02500000037252903
068a47fc.wav,0.025641025975346565
0697537c.wav,0.0555555559694767
06988dc9.wav,0.3333333432674408
0699022f.wav,0.1666666716337204
06a6c36d.wav,0.0555555559694767
06aa3b9e.wav,0.07788461446762085
06bd02c6.wav,0.08789487928152084
06d4201d.wav,0.05263157933950424
06dbebb8.wav,1.0
06e3bec8.wav,0.20000000298023224
06fd6138.wav,0.699999988079071
06fd9319.wav,0.022727273404598236
06ffad33.wav,0.25
07010d30.wav,1.0
07011d66.wav,0.06666667014360428
0706482a.wav,1.0
070668ad.wav,0.0714285746216774
070c143e.wav,0.022727273404598236
071372b5.wav,0.0357142873108387
0713b5e3.wav,1.0
0714f9cc.wav,0.07692307978868484
0722db1b.wav,0.05882352963089943
072a301d.wav,0.0555555559694767
072aee3f.wav,0.19166666269302368
072d7718.wav,0.012987012974917889
072fb05a.wav,0.022281639277935028
0730b189.wav,0.25
07329066.wav,0.21929824352264404
07336c62.wav,0.03125
073387f1.wav,0.0357142873108387
0734eb21.wav,0.032258063554763794
0739eca2.wav,0.016393441706895828
07405181.wav,0.5
0740c133.wav,0.125
07433f66.wav,0.017241379246115685
0747f5dd.wav,0.5
074ad126.wav,0.06666667014360428
074c9d88.wav,0.125
07541ea9.wav,1.0
0759647b.wav,0.25
075b7986.wav,0.02631578966975212
075e130b.wav,0.043478261679410934
075f9b7e.wav,0.0833333358168602
0760ec48.wav,0.06666667014360428
0762d1df.wav,0.015384615398943424
07647653.wav,0.02806122414767742
076476a5.wav,0.25
076fc925.wav,1.0
0772d017.wav,0.25
07753843.wav,0.25
07799d89.wav,0.05882352963089943
077b2f81.wav,0.1428571492433548
077de00b.wav,0.0625
077f6568.wav,0.5
077ffaf8.wav,1.0
07807cae.wav,1.0
07815357.wav,0.04545454680919647
07816285.wav,0.0555555559694767
07842ac6.wav,0.125
07862bb7.wav,0.03999999910593033
0786b8e1.wav,0.04177433252334595
079e3393.wav,0.6666666865348816
079f0bde.wav,0.4166666567325592
07a01c06.wav,0.25
07a468e2.wav,0.08692201226949692
07a5d2cf.wav,0.5
07a63191.wav,1.0
07a7a4c9.wav,0.06282051652669907
07aae17a.wav,0.20000000298023224
07ac14c0.wav,0.01315789483487606
07ad6e46.wav,0.25
07b3e18b.wav,0.03999999910593033
07b45da4.wav,0.5
07c14838.wav,0.022727273404598236
07c8b3ad.wav,0.0181818176060915
07cd7608.wav,0.03999999910593033
07cef73e.wav,0.1666666716337204
07cfc8b1.wav,0.5
07d209f3.wav,0.5
07e344d4.wav,0.5
07e8118c.wav,0.08944911509752274
07ea1d44.wav,0.0181818176060915
07ea358c.wav,0.021739130839705467
07ed338b.wav,0.06666667014360428
07ef8b36.wav,1.0
07f34e22.wav,0.0416666679084301
07fcc33d.wav,0.07692307978868484
07fd2818.wav,0.0357142873108387
08008f94.wav,0.25
0802dac6.wav,0.03703703731298447
08041907.wav,0.3333333432674408
0807b6ac.wav,0.3333333432674408
080d8a74.wav,0.0714285746216774
081066d3.wav,1.0
081106df.wav,1.0
08146fd0.wav,0.0833333358168602
081fefc1.wav,0.5
0822dd23.wav,0.10964912176132202
08231c37.wav,1.0
0823f688.wav,0.0525641031563282
08249573.wav,0.015625
0825bd14.wav,1.0
0826bce4.wav,0.20000000298023224
082be375.wav,1.0
082df423.wav,0.3333333432674408
083422ec.wav,0.021739130839705467
0834b4fb.wav,0.03999999910593033
0835eb68.wav,0.5
0838b0b3.wav,0.02631578966975212
083bc61a.wav,0.5
083d5f65.wav,0.022727273404598236
0840571d.wav,0.5
0840dd27.wav,0.1428571492433548
0846c82e.wav,0.025641025975346565
08497b81.wav,0.1388888955116272
08499bc2.wav,0.05263157933950424
084a028a.wav,0.016129031777381897
084ac2dc.wav,0.0476190485060215
084c6b10.wav,0.05263157933950424
08525e7d.wav,0.1875
08564051.wav,1.0
085cff18.wav,0.3333333432674408
085f75a4.wav,0.1428571492433548
0864d90f.wav,0.06666667014360428
086937b6.wav,0.529411792755127
086b5184.wav,0.1428571492433548
086c4829.wav,0.1111111119389534
086c73c5.wav,0.05882352963089943
086f74b4.wav,0.0476190485060215
087327da.wav,0.1666666716337204
087a2f52.wav,0.025641025975346565
087bc4a8.wav,1.0
087ce850.wav,0.11142857372760773
087de2db.wav,0.05000000074505806
087dfc9d.wav,1.0
0882428c.wav,0.0476190485060215
088258ff.wav,0.023333333432674408
0885466e.wav,0.1111111119389534
0889d6b9.wav,0.05263157933950424
088a9677.wav,0.125
088ad3f7.wav,1.0
088b2c02.wav,0.10000000149011612
088d14f0.wav,0.04298245534300804
088f9a42.wav,0.1666666716337204
0891c46e.wav,0.20000000298023224
089453ae.wav,0.01515151560306549
0897b1ad.wav,0.1196078434586525
0899cd54.wav,0.10000000149011612
08a03a87.wav,0.0555555559694767
08a0fc80.wav,0.06666667014360428
08a7238f.wav,0.05806010961532593
08ab4fed.wav,0.05274725332856178
08b30dc5.wav,1.0
08b34049.wav,0.1428571492433548
08b40806.wav,0.3333333432674408
08b49ac1.wav,0.0555555559694767
08b52c2c.wav,1.0
08b5c0d0.wav,1.0
08b9fcea.wav,0.017241379246115685
08c1e8ed.wav,0.04545454680919647
08c3906f.wav,0.03448275849223137
08c790c8.wav,0.375
08cb97f5.wav,0.3333333432674408
08cbb767.wav,0.1666666716337204
08cbc57e.wav,0.20000000298023224
08cd29c9.wav,0.03333333507180214
08ce5bc7.wav,0.25
08cfc6ec.wav,1.0
08d204ab.wav,1.0
08d3d38e.wav,0.01587301678955555
08d6545a.wav,1.0
08d69a95.wav,0.1111111119389534
08d8148a.wav,0.0476190485060215
08d8b492.wav,0.5
08df9564.wav,0.25
08e18d31.wav,1.0
08e2f6ee.wav,0.10000000149011612
08e4d429.wav,0.3333333432674408
08ed0b9a.wav,1.0
08ee525a.wav,0.18333333730697632
08eeefd7.wav,1.0
08f07efd.wav,0.5
08f0d3be.wav,1.0
08f16571.wav,0.10000000149011612
08f1e09d.wav,0.5
08f3b7fe.wav,0.03846153989434242
08f509f0.wav,0.021739130839705467
08fd268d.wav,0.25
08ffe6b9.wav,0.019607843831181526
0900aa23.wav,0.016949152573943138
0902c6fb.wav,0.25
0903cf0d.wav,0.03448275849223137
090570be.wav,0.25
090c3244.wav,0.0476190485060215
090e5128.wav,0.20000000298023224
09118e0e.wav,0.06666667014360428
0911e3dd.wav,0.3333333432674408
09163594.wav,0.1825396865606308
0917f423.wav,0.5
091a5058.wav,0.2777777910232544
091ab07b.wav,0.20000000298023224
091d0baa.wav,0.3333333432674408
092123b0.wav,0.05263157933950424
09261c0f.wav,0.032738097012043
09339289.wav,0.02380952425301075
0937b78e.wav,0.016393441706895828
093d9a36.wav,0.699999988079071
093e48f7.wav,0.25
093fb0b6.wav,1.0
0946ff5a.wav,1.0
094d7d79.wav,0.05000000074505806
094f5d47.wav,0.03333333507180214
0950f2f8.wav,0.1428571492433548
095180be.wav,1.0
09582447.wav,1.0
09603a8d.wav,0.02083333395421505
0968c58f.wav,0.8333333134651184
096927cc.wav,0.125
0971cba7.wav,0.5
0972b227.wav,0.03999999910593033
0974e616.wav,0.09090909361839294
097a1c70.wav,0.03333333507180214
097ed3ee.wav,0.06666667014360428
09806379.wav,0.024390242993831635
09831fe1.wav,1.0
09846b7d.wav,1.0
098cb319.wav,0.5
098cc2e2.wav,0.5
09905d63.wav,0.0555555559694767
09957fe0.wav,0.0376984141767025
099761fb.wav,0.11999999731779099
09abf8f8.wav,0.10000000149011612
09afa35f.wav,1.0
09b33498.wav,1.0
09c39dda.wav,0.017543859779834747
09c42425.wav,0.5
09c52e29.wav,0.02500000037252903
09dae6a2.wav,0.25
09dae8c9.wav,0.0717703327536583
09daeadf.wav,0.5
09dc4dad.wav,1.0
09dd95ba.wav,1.0
09ddea79.wav,1.0
09e1a4ad.wav,0.09090909361839294
09e9f5db.wav,0.125
09ee7a64.wav,0.027027027681469917
09f42ecd.wav,0.01785714365541935
09f653ec.wav,0.03703703731298447
09f81cad.wav,1.0
09fa8469.wav,0.06477732956409454
0a002558.wav,0.02500000037252903
0a02f3a1.wav,1.0
0a05017d.wav,0.10000000149011612
0a08ec58.wav,0.09375
0a0ad331.wav,0.02500000037252903
0a0c764b.wav,1.0
0a0c99af.wav,0.015625
0a0e67d0.wav,0.5
0a1bc3e8.wav,0.03999999910593033
0a1eb350.wav,0.25
0a21d891.wav,0.043478261679410934
0a258fa4.wav,0.5
0a27fd62.wav,0.3333333432674408
0a2812fa.wav,0.20000000298023224
0a28388c.wav,0.3333333432674408
0a298734.wav,0.03125
0a2a7fe2.wav,0.02500000037252903
0a2cbeac.wav,0.07261905074119568
0a30a139.wav,0.2291666716337204
0a3f97ba.wav,0.25
0a41b0d9.wav,0.05000000074505806
0a424629.wav,0.10597825795412064
0a43f1ac.wav,0.1428571492433548
0a46cdf6.wav,0.125
0a51aa76.wav,0.05882352963089943
0a525fec.wav,0.5
0a5327c6.wav,0.03851540759205818
0a580681.wav,0.1666666716337204
0a598a85.wav,0.029411764815449715
0a5ca3b7.wav,0.1458333283662796
0a5ece9c.wav,0.5
0a5ed0c3.wav,0.1428571492433548
0a66b69a.wav,0.3333333432674408
0a6a2f31.wav,1.0
0a6e9dc0.wav,0.0714285746216774
0a76b1bd.wav,0.1111111119389534
0a7a96ce.wav,0.019607843831181526
0a7e5a07.wav,0.1428571492433548
0a7f3f8b.wav,1.0
0a82a327.wav,0.03125
0a84be10.wav,0.01666666753590107
0a865389.wav,0.016129031777381897
0a871061.wav,0.029411764815449715
0a88247b.wav,1.0
0a883fd0.wav,0.0416666679084301
0a8e4961.wav,0.029411764815449715
0a90d722.wav,0.02222222276031971
0a92ecf4.wav,0.5
0a9ae653.wav,0.05000000074505806
0a9d5470.wav,1.0
0aa20059.wav,0.012820512987673283
0aa3a36b.wav,0.1666666716337204
0aabb5fd.wav,0.08210784196853638
0aabf1a4.wav,0.01587301678955555
0ab27db4.wav,0.1666666716337204
0ab32897.wav,0.05882352963089943
0ab49ed1.wav,0.1666666716337204
0ab58372.wav,0.3333333432674408
0abb0425.wav,0.07878787815570831
0abc6c13.wav,0.032258063554763794
0abea909.wav,0.3333333432674408
0abeb464.wav,0.03703703731298447
0ac11aaa.wav,0.20000000298023224
0ac302d2.wav,0.5
0ac73cf2.wav,0.043478261679410934
0ac98576.wav,0.027027027681469917
0acd1f8d.wav,0.1666666716337204
0acfe669.wav,1.0
0ad16fb5.wav,1.0
0ad202a1.wav,0.25
0ad20b08.wav,1.0
0addf8df.wav,1.0
0ae2a8f2.wav,1.0
0aea0d48.wav,0.125
0af1b2d5.wav,0.014285714365541935
0af462cf.wav,0.20000000298023224
0af64f61.wav,0.5
0af6c5e5.wav,0.09090909361839294
0af79534.wav,0.31014493107795715
0af9f0b4.wav,0.0833333358168602
0afbcbe6.wav,0.03999999910593033
0afe1bb4.wav,0.25
0b02d3d5.wav,0.03846153989434242
0b03790f.wav,0.0714285746216774
0b04608b.wav,0.3333333432674408
0b05ff3d.wav,0.022727273404598236
0b0820f1.wav,0.05263157933950424
0b092523.wav,0.02222222276031971
0b0ad6f6.wav,0.6666666865348816
0b0bd019.wav,0.06798245757818222
0b128c45.wav,1.0
0b15f89a.wav,0.04545454680919647
0b168df5.wav,0.0181818176060915
0b174195.wav,0.1875
0b17467d.wav,0.10000000149011612
