fname,labels,noisy_curated,fname_path,lwlrap,top50
0035d771.wav,Female_singing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0035d771.wav,0.021739130839705467,False
0038b7f7.wav,Printer,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0038b7f7.wav,0.20000000298023224,False
003e23a2.wav,Printer,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/003e23a2.wav,0.5,False
003f8fd9.wav,Finger_snapping,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/003f8fd9.wav,0.02777777798473835,False
00406f52.wav,Microwave_oven,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00406f52.wav,0.013888888992369175,False
0041f54a.wav,Hi-hat,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0041f54a.wav,0.07692307978868484,False
004a8eec.wav,Run,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/004a8eec.wav,0.012820512987673283,False
004ac24a.wav,Bass_drum,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/004ac24a.wav,0.0555555559694767,False
004b1f5d.wav,Squeak,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/004b1f5d.wav,0.043478261679410934,False
004f0d27.wav,Acoustic_guitar,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/004f0d27.wav,0.1428571492433548,False
004f33f2.wav,Male_speech_and_man_speaking,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/004f33f2.wav,0.1111111119389534,False
00577c11.wav,Tap,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00577c11.wav,0.0476190485060215,False
0059dcc1.wav,Finger_snapping,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0059dcc1.wav,0.021276595070958138,False
005a6d3e.wav,"Microwave_oven,Buzz",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/005a6d3e.wav,0.05050504952669144,False
0060d886.wav,Raindrop,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0060d886.wav,0.014285714365541935,False
00643eb4.wav,Run,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00643eb4.wav,0.020408162847161293,False
0064e4b6.wav,"Water_tap_and_faucet,Frying_(food)",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0064e4b6.wav,0.75,True
006547fa.wav,Fart,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/006547fa.wav,0.05000000074505806,False
006817ad.wav,Race_car_and_auto_racing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/006817ad.wav,0.25,False
006993cc.wav,Frying_(food),noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/006993cc.wav,0.09090909361839294,False
006d7b1d.wav,"Motorcycle,Microwave_oven",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/006d7b1d.wav,0.2678571343421936,False
00703e40.wav,Hi-hat,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00703e40.wav,0.05882352963089943,False
00728bae.wav,Walk_and_footsteps,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00728bae.wav,0.06666667014360428,False
00752915.wav,Buzz,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00752915.wav,0.017241379246115685,False
00764397.wav,Accelerating_and_revving_and_vroom,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00764397.wav,1.0,True
007bcf5c.wav,Stream,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/007bcf5c.wav,1.0,True
007c570e.wav,Male_singing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/007c570e.wav,1.0,True
0080c2b3.wav,Chirp_and_tweet,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0080c2b3.wav,1.0,True
0080c38c.wav,Clapping,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0080c38c.wav,0.0714285746216774,False
0082d1ef.wav,Mechanical_fan,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0082d1ef.wav,0.25,False
00832850.wav,Crowd,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00832850.wav,0.5,False
00894595.wav,Chirp_and_tweet,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00894595.wav,0.125,False
008f31f6.wav,"Frying_(food),Dishes_and_pots_and_pans,Cutlery_and_silverware",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/008f31f6.wav,0.20865800976753235,False
0091b5e2.wav,Frying_(food),noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0091b5e2.wav,0.20000000298023224,False
00988b68.wav,"Mechanical_fan,Buzz",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00988b68.wav,0.03260328620672226,False
0098fb8c.wav,Bass_guitar,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0098fb8c.wav,0.3333333432674408,False
009e88d5.wav,Female_speech_and_woman_speaking,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/009e88d5.wav,0.05000000074505806,False
00a83e1b.wav,"Cricket,Burping_and_eructation",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00a83e1b.wav,0.12878787517547607,False
00acc409.wav,Bathtub_(filling_or_washing),noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00acc409.wav,0.0625,False
00b5098f.wav,Tap,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00b5098f.wav,0.022727273404598236,False
00b698e1.wav,Clapping,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00b698e1.wav,0.3333333432674408,False
00b6ed8d.wav,"Cupboard_open_or_close,Knock",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00b6ed8d.wav,0.04423077031970024,False
00b9e265.wav,Purr,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00b9e265.wav,0.3333333432674408,False
00bea733.wav,"Bicycle_bell,Chink_and_clink",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00bea733.wav,0.8333333134651184,True
00c5a2da.wav,Stream,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00c5a2da.wav,1.0,True
00cc36e9.wav,Toilet_flush,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00cc36e9.wav,0.5,False
00ccd454.wav,Mechanical_fan,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00ccd454.wav,0.1428571492433548,False
00d23728.wav,Clapping,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00d23728.wav,1.0,True
00d281c8.wav,Squeak,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00d281c8.wav,1.0,True
00d32fb2.wav,Church_bell,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00d32fb2.wav,1.0,True
00d61180.wav,Computer_keyboard,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00d61180.wav,0.10000000149011612,False
00d72135.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00d72135.wav,0.03423913195729256,False
00dd74f4.wav,Whispering,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00dd74f4.wav,0.09090909361839294,False
00de1887.wav,"Zipper_(clothing),Writing",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00de1887.wav,0.06620553135871887,False
00de18c2.wav,Keys_jangling,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00de18c2.wav,0.0625,False
00e10f1f.wav,Meow,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00e10f1f.wav,1.0,True
00e1ed10.wav,Bark,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00e1ed10.wav,0.5,False
00e645ea.wav,Screaming,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00e645ea.wav,0.5,False
00e70ab4.wav,Cupboard_open_or_close,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00e70ab4.wav,0.013698630034923553,False
00ea7b09.wav,Raindrop,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00ea7b09.wav,0.03448275849223137,False
00f0a206.wav,Female_singing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00f0a206.wav,1.0,True
00f372ab.wav,Meow,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00f372ab.wav,0.20000000298023224,False
00fb384d.wav,Bus,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00fb384d.wav,0.01515151560306549,False
00fcaf4c.wav,Church_bell,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00fcaf4c.wav,1.0,True
00fe9848.wav,Marimba_and_xylophone,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/00fe9848.wav,0.0555555559694767,False
01024055.wav,Sneeze,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01024055.wav,0.3333333432674408,True
01044063.wav,"Shatter,Computer_keyboard,Keys_jangling",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01044063.wav,0.03795206919312477,False
0104cf7d.wav,Finger_snapping,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0104cf7d.wav,0.02222222276031971,False
0106eb6e.wav,Fill_(with_liquid),noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0106eb6e.wav,0.07692307978868484,False
0107399e.wav,Waves_and_surf,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0107399e.wav,1.0,True
0107d033.wav,Yell,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0107d033.wav,0.024390242993831635,False
010a1537.wav,Traffic_noise_and_roadway_noise,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/010a1537.wav,1.0,True
010a535c.wav,Drawer_open_or_close,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/010a535c.wav,0.0833333358168602,False
010af543.wav,"Bicycle_bell,Dishes_and_pots_and_pans,Cutlery_and_silverware,Chink_and_clink",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/010af543.wav,0.1741071492433548,False
011254b9.wav,"Gasp,Sigh,Finger_snapping",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/011254b9.wav,0.16224747896194458,True
01131cb2.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01131cb2.wav,0.028605015948414803,False
0114bd77.wav,Acoustic_guitar,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0114bd77.wav,1.0,False
0115e06c.wav,Drawer_open_or_close,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0115e06c.wav,0.03030303120613098,False
0116583f.wav,Applause,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0116583f.wav,0.5,False
011729fb.wav,"Strum,Electric_guitar",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/011729fb.wav,0.05745341628789902,False
011789b4.wav,Chirp_and_tweet,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/011789b4.wav,1.0,False
011fac4e.wav,Chirp_and_tweet,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/011fac4e.wav,1.0,False
012293ea.wav,Trickle_and_dribble,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/012293ea.wav,0.20000000298023224,False
01261782.wav,Chink_and_clink,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01261782.wav,0.05000000074505806,False
012ec31b.wav,Whispering,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/012ec31b.wav,0.0476190485060215,False
012ef7ae.wav,Knock,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/012ef7ae.wav,0.020408162847161293,False
013978ee.wav,Bass_guitar,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/013978ee.wav,0.0833333358168602,False
013a1712.wav,Motorcycle,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/013a1712.wav,0.05882352963089943,False
013d4747.wav,Drawer_open_or_close,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/013d4747.wav,0.02777777798473835,False
0141bddf.wav,Cricket,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0141bddf.wav,1.0,True
01421f72.wav,Traffic_noise_and_roadway_noise,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01421f72.wav,0.5,False
01472913.wav,Gasp,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01472913.wav,0.014705882407724857,False
014f7e91.wav,Cupboard_open_or_close,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/014f7e91.wav,0.032258063554763794,False
01500958.wav,"Zipper_(clothing),Purr,Fart",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01500958.wav,0.5232558250427246,True
0151c25a.wav,Shatter,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0151c25a.wav,0.10000000149011612,True
0151ec95.wav,"Squeak,Cupboard_open_or_close,Knock",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0151ec95.wav,0.04261862486600876,False
01530225.wav,Fart,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01530225.wav,0.3333333432674408,True
015965c3.wav,"Fill_(with_liquid),Computer_keyboard,Water_tap_and_faucet",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/015965c3.wav,0.07692307978868484,False
015aeac7.wav,"Skateboard,Walk_and_footsteps",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/015aeac7.wav,0.08888889104127884,False
015e1494.wav,"Zipper_(clothing),Sneeze",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/015e1494.wav,0.30000001192092896,False
01629c63.wav,Raindrop,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01629c63.wav,0.03448275849223137,False
016380e8.wav,Bark,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/016380e8.wav,0.0357142873108387,False
01652a34.wav,Walk_and_footsteps,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01652a34.wav,0.3333333432674408,False
01676032.wav,Purr,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01676032.wav,0.05882352963089943,False
0168bf88.wav,Crackle,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0168bf88.wav,0.05000000074505806,False
01694099.wav,Harmonica,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01694099.wav,0.0555555559694767,False
016c995b.wav,Microwave_oven,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/016c995b.wav,0.25,False
016dc25b.wav,Acoustic_guitar,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/016dc25b.wav,0.20000000298023224,False
01749ae3.wav,Harmonica,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01749ae3.wav,0.125,False
0175f0d5.wav,Zipper_(clothing),noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0175f0d5.wav,1.0,True
01790380.wav,"Frying_(food),Hiss",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01790380.wav,0.2361111044883728,False
017c8dd1.wav,Electric_guitar,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/017c8dd1.wav,0.3333333432674408,False
01883a62.wav,Female_singing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01883a62.wav,1.0,False
018bbf04.wav,"Cupboard_open_or_close,Drawer_open_or_close",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/018bbf04.wav,0.2083333283662796,True
018bd1e2.wav,Squeak,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/018bd1e2.wav,1.0,True
0194d48a.wav,Frying_(food),noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0194d48a.wav,0.014705882407724857,False
01a21197.wav,Trickle_and_dribble,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01a21197.wav,0.05263157933950424,False
01a66dad.wav,Bus,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01a66dad.wav,0.3333333432674408,False
01a8190e.wav,Gong,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01a8190e.wav,0.07692307978868484,False
01acc75b.wav,Tap,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01acc75b.wav,0.0476190485060215,False
01afbd57.wav,Female_speech_and_woman_speaking,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01afbd57.wav,0.1666666716337204,False
01b1c9a1.wav,Keys_jangling,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01b1c9a1.wav,0.025641025975346565,False
01b2b6e8.wav,Waves_and_surf,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01b2b6e8.wav,0.01666666753590107,False
01b9fa1e.wav,Chirp_and_tweet,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01b9fa1e.wav,1.0,False
01c00264.wav,"Cupboard_open_or_close,Knock",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01c00264.wav,0.04248366132378578,False
01c0e370.wav,Race_car_and_auto_racing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01c0e370.wav,0.5,False
01c291c1.wav,Stream,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01c291c1.wav,0.0833333358168602,False
01cc2670.wav,Shatter,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01cc2670.wav,0.02500000037252903,False
01cf98ed.wav,Chewing_and_mastication,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01cf98ed.wav,1.0,True
01da22e9.wav,"Zipper_(clothing),Fart",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01da22e9.wav,0.5909090638160706,True
01daa2d0.wav,Child_speech_and_kid_speaking,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01daa2d0.wav,0.3333333432674408,False
01dcbf94.wav,Slam,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01dcbf94.wav,0.20000000298023224,True
01dfd6ac.wav,Race_car_and_auto_racing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01dfd6ac.wav,1.0,False
01e454e9.wav,Sneeze,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01e454e9.wav,0.1666666716337204,False
01e5d7ca.wav,Hi-hat,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01e5d7ca.wav,0.02777777798473835,False
01e89bc3.wav,Sigh,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01e89bc3.wav,0.0833333358168602,False
01e8d258.wav,Bark,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01e8d258.wav,1.0,False
01e95717.wav,Hiss,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01e95717.wav,0.09090909361839294,False
01f100f1.wav,Mechanical_fan,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01f100f1.wav,0.016393441706895828,False
01f5264a.wav,Chewing_and_mastication,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01f5264a.wav,0.20000000298023224,False
01f7023f.wav,Slam,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01f7023f.wav,0.03448275849223137,False
01f7b121.wav,Clapping,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01f7b121.wav,0.03703703731298447,False
01fb0ef1.wav,Car_passing_by,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01fb0ef1.wav,0.5,False
01fb3073.wav,Bass_drum,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01fb3073.wav,0.02857142873108387,False
01fe9090.wav,Accordion,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01fe9090.wav,0.03448275849223137,False
01ffd3e9.wav,Cutlery_and_silverware,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/01ffd3e9.wav,1.0,True
0200b7fb.wav,Scissors,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0200b7fb.wav,0.01587301678955555,False
02014dca.wav,Race_car_and_auto_racing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/02014dca.wav,0.3333333432674408,False
0203a0ce.wav,Crowd,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0203a0ce.wav,0.25,False
02060d5e.wav,Knock,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/02060d5e.wav,0.022727273404598236,False
0208f174.wav,Cricket,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0208f174.wav,0.3333333432674408,False
020a738e.wav,Printer,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/020a738e.wav,0.05000000074505806,False
020ce2d3.wav,Bark,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/020ce2d3.wav,0.05000000074505806,False
020d7b69.wav,"Sigh,Slam",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/020d7b69.wav,0.75,True
020da61a.wav,Whispering,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/020da61a.wav,0.02222222276031971,False
020dd05c.wav,Traffic_noise_and_roadway_noise,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/020dd05c.wav,0.5,False
0210129b.wav,"Bass_guitar,Gong",noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0210129b.wav,0.36666667461395264,True
021058f5.wav,Motorcycle,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/021058f5.wav,0.5,False
0211c42c.wav,Bark,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0211c42c.wav,1.0,False
0215c0ba.wav,Squeak,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0215c0ba.wav,0.014492753893136978,False
02160971.wav,Stream,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/02160971.wav,1.0,False
021698f6.wav,Raindrop,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/021698f6.wav,0.02631578966975212,False
02190215.wav,Bathtub_(filling_or_washing),noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/02190215.wav,0.029411764815449715,False
021951a2.wav,Female_singing,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/021951a2.wav,0.5,False
0219bdf2.wav,Chirp_and_tweet,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/0219bdf2.wav,0.20000000298023224,False
021a2700.wav,Bass_guitar,noisy,/home/jupyter/kaggle/freesound-audio-tagging-2019/input/train_noisy/021a2700.wav,0.05263157933950424,False
